TAMARAC MIDDLE SCHOOL HIGH SCHOOL,25,100%,88%,80%,44%,60%,64%
TAPESTRY CHARTER SCHOOL,47,100%,85%,64%,9%,23%,26%
TAPPAN ZEE HIGH SCHOOL,55,100%,98%,91%,51%,67%,73%
TARRYTOWN,72,100%,92%,79%,28%,44%,50%
TEACHERS PREP HIGH SCHOOL,29,100%,97%,83%,28%,45%,59%
THEATRE ARTS PROD COMPANY SCHOOL,29,100%,86%,76%,24%,52%,52%
THOMAS A EDISON CAREER-TECH HS,241,100%,95%,87%,22%,54%,61%
THOMAS A EDISON HIGH SCHOOL,18,100%,94%,72%,17%,39%,50%
THOMAS HIGH SCHOOL,85,100%,93%,82%,44%,61%,65%
THOMAS R PROCTOR HIGH SCHOOL,291,100%,88%,76%,25%,43%,53%
THORNTON HIGH SCHOOL,69,100%,97%,84%,22%,43%,46%
THOUSAND ISLANDS,22,100%,86%,77%,36%,45%,59%
THOUSAND ISLANDS HIGH SCHOOL,22,100%,86%,77%,36%,45%,59%
THREE VILLAGE,86,100%,92%,86%,30%,55%,65%
THURGOOD MARSHALL ACAD FOR LEARNING,45,100%,96%,87%,16%,40%,44%
TICONDEROGA,28,100%,86%,68%,25%,43%,43%
TICONDEROGA SENIOR HIGH SCHOOL,28,100%,86%,68%,25%,43%,43%
TIOGA,20,100%,90%,75%,40%,50%,60%
TIOGA SENIOR HIGH SCHOOL,20,100%,90%,75%,40%,50%,60%
TONAWANDA,50,100%,90%,84%,34%,56%,64%
TONAWANDA MIDDLE/HIGH SCHOOL,50,100%,90%,84%,34%,56%,64%
TOTTENVILLE HIGH SCHOOL,240,100%,94%,84%,39%,60%,64%
TOWN OF WEBB,12,100%,83%,75%,42%,42%,42%
TOWN OF WEBB SCHOOL,12,100%,83%,75%,42%,42%,42%
TOWNSEND HARRIS HIGH SCHOOL,106,100%,100%,98%,73%,92%,92%
TRANSIT TECH CAREER AND TECH EDU,81,100%,95%,73%,7%,21%,35%
TRI VALLEY,29,100%,100%,83%,52%,62%,62%
TRI-VALLEY SECONDARY SCHOOL,29,100%,100%,83%,52%,62%,62%
TROY,107,100%,83%,69%,32%,51%,58%
TROY HIGH SCHOOL,107,100%,83%,69%,32%,51%,58%
TRUMANSBURG,27,100%,100%,89%,44%,59%,59%
TUCKAHOE,16,100%,94%,88%,44%,63%,63%
TUCKAHOE HIGH SCHOOL,16,100%,94%,88%,44%,63%,63%
TULLY,28,100%,79%,71%,32%,61%,61%
TULLY JUNIOR-SENIOR HIGH SCHOOL,28,100%,79%,71%,32%,61%,61%
TUPPER LAKE,23,100%,78%,61%,17%,43%,48%
TUPPER LAKE MIDDLE-HIGH SCHOOL,23,100%,78%,61%,17%,43%,48%
TUXEDO,19,100%,89%,79%,47%,63%,74%
UNADILLA VALLEY,22,100%,86%,82%,23%,45%,50%
UNADILLA VALLEY SECONDARY SCHOOL,22,100%,86%,82%,23%,45%,50%
UNATEGO JUNIOR-SENIOR HIGH SCHOOL,26,100%,96%,73%,19%,38%,46%
UNION SPRINGS,30,100%,93%,77%,40%,60%,63%
UNION SPRINGS MIDDLE/HIGH SCHOOL,30,100%,93%,77%,40%,60%,63%
UNION-ENDICOTT,99,100%,91%,80%,32%,54%,60%
UNION-ENDICOTT HIGH SCHOOL,99,100%,91%,80%,32%,54%,60%
UNIONDALE,153,100%,95%,85%,23%,51%,62%
UNIONDALE HIGH SCHOOL,153,100%,95%,85%,23%,51%,62%
UNITY CENTER FOR URBAN TECHNOLOGIES,10,100%,80%,70%,0%,30%,30%
UNIVERSITY HEIGHTS SECONDARY SCHOOL,67,100%,96%,75%,16%,37%,49%
UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,24,100%,96%,67%,8%,25%,46%
URBAN ACAD LABORATORY HIGH SCHOOL,10,100%,100%,50%,10%,20%,40%
URBAN ACADEMY-GOV'T & LAW,24,100%,92%,67%,13%,29%,33%
URBAN ACTION ACADEMY,22,100%,95%,77%,9%,23%,36%
URBAN ASSEMBLY BRONX OF LETTERS,30,100%,100%,87%,20%,53%,57%
URBAN ASSEMBLY FOR GREEN CAREERS,16,100%,94%,81%,0%,50%,50%
URBAN ASSEMBLY FOR THE PERFORM ARTS,27,100%,93%,74%,11%,41%,48%
URBAN ASSEMBLY INST OF MATH AND SCIE,25,100%,96%,88%,16%,52%,52%
URBAN ASSEMBLY NY HARBOR SCHOOL,17,100%,88%,71%,18%,41%,47%
URBAN ASSEMBLY SCH-CRIMINAL JUSTICE,33,100%,100%,100%,21%,64%,76%
URBAN ASSEMBLY SCH-MUSIC & ART,29,100%,93%,76%,28%,55%,69%
URBAN ASSEMBLY SCHOOL CAR IN SPORTS,53,100%,85%,72%,13%,28%,38%
URBAN ASSMBLY SCH-DESIGN & CONST,33,100%,94%,82%,24%,52%,55%
URBAN ASSMBLY SCH-LAW & JSTCE,49,100%,96%,84%,22%,41%,53%
URBAN ASSMBLY SCH-MEDIA STUDIES,15,100%,87%,80%,13%,27%,27%
URBAN ASSMBLY SCHOOL-APPL MATH,37,100%,97%,76%,14%,43%,43%
URBAN SCH-BUSINESS-YNG WOMEN,26,100%,96%,81%,19%,54%,62%
UTICA,291,100%,88%,76%,25%,43%,53%
VALHALLA,26,100%,100%,88%,42%,62%,65%
VALHALLA HIGH SCHOOL,26,100%,100%,88%,42%,62%,65%
VALIDUS PREP ACADEMY,26,100%,92%,77%,8%,38%,50%
VALLEY CENTRAL HIGH SCHOOL,91,100%,88%,75%,27%,53%,58%
VALLEY STREAM CENTRAL HIGH SCHOOL,116,100%,93%,80%,23%,47%,54%
VALLEY STREAM CHS,255,100%,96%,85%,30%,52%,64%
VALLEY STREAM NORTH HIGH SCHOOL,67,100%,96%,87%,39%,58%,70%
VALLEY STREAM SOUTH HIGH SCHOOL,72,100%,100%,90%,32%,56%,72%
VALLEY-MONTGMRY,91,100%,88%,75%,27%,53%,58%
VANGUARD HIGH SCHOOL,47,100%,89%,79%,21%,34%,45%
VERNON-VERONA-SHERRILL SR HIGH SCH,58,100%,84%,74%,29%,47%,53%
VESTAL,68,100%,93%,90%,41%,66%,72%
VESTAL SENIOR HIGH SCHOOL,68,100%,93%,90%,41%,66%,72%
VICTOR,58,100%,93%,88%,41%,71%,76%
VICTOR SENIOR HIGH SCHOOL,58,100%,93%,88%,41%,71%,76%
VICTORY COLLEGIATE HIGH SCHOOL,29,100%,93%,72%,14%,45%,48%
VOORHEESVILLE,16,100%,100%,100%,56%,88%,88%
W H MAXWELL CAREER AND TECH HS,12,100%,75%,58%,8%,8%,25%
W TRESPER CLARKE HIGH SCHOOL,51,100%,92%,90%,39%,76%,84%
WADLEIGH PERF AND VISUAL ARTS,0,0,0,0,0,0,0
WALLKILL,66,100%,88%,76%,23%,35%,41%
WALLKILL SENIOR HIGH SCHOOL,66,100%,88%,76%,23%,35%,41%
WALT WHITMAN HIGH SCHOOL,106,100%,93%,86%,25%,45%,54%
WALTER G O'CONNELL COPIAGUE HIGH SCH,97,100%,96%,81%,26%,51%,57%
WALTER PANAS HIGH SCHOOL,55,100%,91%,87%,27%,53%,60%
WALTON,21,100%,86%,67%,29%,33%,48%
WALTON HIGH SCHOOL,21,100%,86%,67%,29%,33%,48%
WANTAGH,51,100%,94%,88%,59%,73%,80%
WANTAGH SENIOR HIGH SCHOOL,51,100%,94%,88%,59%,73%,80%
WAPPINGERS,185,100%,96%,84%,36%,57%,66%
WARD MELVILLE SENIOR HIGH SCHOOL,86,100%,92%,86%,30%,55%,65%
WARRENSBURG,16,100%,88%,75%,31%,56%,63%
WARRENSBURG JUNIOR-SENIOR HIGH SCHOO,16,100%,88%,75%,31%,56%,63%
WARSAW,32,100%,100%,91%,50%,56%,69%
WARSAW MIDDLE/SENIOR HIGH SCHOOL,32,100%,100%,91%,50%,56%,69%
WARWICK VALLEY,67,100%,96%,91%,43%,64%,75%
WARWICK VALLEY HIGH SCHOOL,67,100%,96%,91%,43%,64%,75%
WASHINGTON HGTS EXPEDITIONARY LEARN,39,100%,90%,82%,18%,49%,51%
WASHINGTONVILLE,71,100%,92%,83%,30%,49%,52%
WASHINGTONVILLE SENIOR HIGH SCHOOL,71,100%,92%,83%,30%,49%,52%
WATERFORD,17,100%,88%,65%,18%,35%,47%
WATERFORD-HALFMOON JUNIOR-SENIOR,17,100%,88%,65%,18%,35%,47%
WATERLOO,54,100%,94%,78%,37%,56%,56%
WATERLOO HIGH SCHOOL,54,100%,94%,78%,37%,56%,56%
WATERTOWN,55,100%,87%,75%,18%,40%,53%
WATERTOWN SENIOR HIGH SCHOOL,55,100%,87%,75%,18%,40%,53%
WATERVILLE,22,100%,77%,64%,32%,41%,45%
WATERVILLE JR/SR HIGH SCHOOL,22,100%,77%,64%,32%,41%,45%
WATERVLIET,43,100%,84%,63%,16%,35%,37%
WATERVLIET JUNIOR-SENIOR HIGH SCHOOL,43,100%,84%,63%,16%,35%,37%
WATKINS GLEN,22,100%,95%,82%,50%,64%,73%
WATKINS GLEN CENTRAL HIGH SCHOOL,22,100%,95%,82%,50%,64%,73%
WAVERLY,35,100%,91%,83%,34%,54%,57%
WAVERLY HIGH SCHOOL,35,100%,91%,83%,34%,54%,57%
WAYLAND-COHOCTON,47,100%,94%,85%,49%,60%,64%
WAYLAND-COHOCTON HIGH SCHOOL,47,100%,94%,85%,49%,60%,64%
WAYNE,67,100%,93%,85%,42%,63%,70%
WAYNE SENIOR HIGH SCHOOL,67,100%,93%,85%,42%,63%,70%
WEBSTER,188,100%,95%,85%,38%,59%,65%
WEBSTER-SCHROEDER HIGH SCHOOL,103,100%,96%,87%,34%,57%,65%
WEBUTUCK HIGH SCHOOL,14,100%,86%,71%,43%,64%,64%
WEEDSPORT,24,100%,96%,79%,33%,54%,58%
WEEDSPORT JUNIOR-SENIOR HIGH SCHOOL,24,100%,96%,79%,33%,54%,58%
WELLINGTON C MEPHAM HIGH SCH,72,100%,94%,85%,39%,64%,69%
WELLSVILLE,25,100%,100%,76%,28%,40%,48%
WELLSVILLE SENIOR HIGH SCHOOL,25,100%,100%,76%,28%,40%,48%
WEST BABYLON,115,100%,94%,85%,34%,58%,63%
WEST BABYLON SENIOR HIGH SCHOOL,115,100%,94%,85%,34%,58%,63%
WEST BRONX ACAD FOR THE FUTURE,35,100%,91%,74%,14%,60%,66%
WEST BROOKLYN COMMUNITY HIGH SCHOOL,10,100%,80%,60%,0%,20%,30%
WEST CANADA VALLEY,34,100%,88%,88%,32%,41%,44%
WEST CANADA VALLEY JUNIOR-SENIOR HS,34,100%,88%,88%,32%,41%,44%
WEST GENESEE,123,100%,96%,87%,44%,65%,72%
WEST GENESEE SENIOR HIGH SCHOOL,123,100%,96%,87%,44%,65%,72%
WEST HEMPSTEAD,52,100%,92%,87%,40%,58%,63%
WEST HEMPSTEAD HIGH SCHOOL,52,100%,92%,87%,40%,58%,63%
WEST IRONDEQUOIT,100,100%,93%,90%,33%,60%,66%
WEST ISLIP,97,100%,92%,88%,35%,64%,70%
WEST ISLIP SENIOR HIGH SCHOOL,97,100%,92%,88%,35%,64%,70%
WEST SENECA,216,100%,90%,78%,36%,53%,58%
WEST SENECA EAST SENIOR HIGH SCHOOL,76,100%,88%,75%,32%,55%,58%
WEST SENECA WEST SENIOR HIGH SCHOOL,140,100%,91%,80%,38%,52%,59%
WEST VALLEY,0,0,0,0,0,0,0
WEST VALLEY CENTRAL SCHOOL,0,0,0,0,0,0,0
WESTBURY,70,100%,97%,80%,27%,47%,61%
WESTBURY HIGH SCHOOL,70,100%,97%,80%,27%,47%,61%
WESTERN NY MARITIME CHARTER SCHOOL,23,100%,74%,52%,9%,26%,30%
WESTFIELD,16,100%,94%,88%,50%,69%,75%
WESTFIELD HIGH SCHOOL,16,100%,94%,88%,50%,69%,75%
WESTHAMPTON BEACH,43,100%,95%,77%,28%,40%,44%
WESTHAMPTON BEACH SENIOR HIGH SCH,43,100%,95%,77%,28%,40%,44%
WESTHILL,53,100%,89%,83%,49%,68%,75%
WESTHILL HIGH SCHOOL,53,100%,89%,83%,49%,68%,75%
WESTLAKE HIGH SCHOOL,27,100%,93%,85%,41%,74%,78%
WESTMORELAND,28,100%,93%,68%,18%,43%,50%
WESTMORELAND HIGH SCHOOL,28,100%,93%,68%,18%,43%,50%
WHEATLAND CHILI,23,100%,87%,78%,17%,43%,48%
WHEATLAND-CHILI HIGH SCHOOL,23,100%,87%,78%,17%,43%,48%
WHEATLEY SCHOOL,15,100%,93%,93%,33%,60%,67%
WHITE PLAINS,132,100%,94%,83%,23%,43%,55%
WHITE PLAINS SENIOR HIGH SCHOOL,132,100%,94%,83%,23%,43%,55%
WHITEHALL,12,100%,100%,67%,25%,50%,50%
WHITEHALL JR-SR HIGH SCHOOL,12,100%,100%,67%,25%,50%,50%
WHITESBORO,98,100%,91%,76%,36%,56%,60%
WHITESBORO HIGH SCHOOL,98,100%,91%,76%,36%,56%,60%
WHITNEY POINT,40,100%,88%,75%,35%,57%,65%
WHITNEY POINT SENIOR HIGH SCHOOL,40,100%,88%,75%,35%,57%,65%
WILLAMSBURG HS-ARCH & DESIGN,36,100%,83%,53%,3%,14%,31%
WILLIAM CULLEN BRYANT HIGH SCHOOL,258,100%,96%,84%,21%,51%,59%
WILLIAM E GRADY CAREER AND TECH,26,100%,88%,65%,8%,31%,38%
WILLIAM FLOYD,174,100%,84%,71%,20%,42%,45%
WILLIAM FLOYD HIGH SCHOOL,174,100%,84%,71%,20%,42%,45%
WILLIAMSBURG CHARTER HIGH SCHOOL,91,100%,90%,75%,19%,37%,48%
WILLIAMSBURG PREP SCHOOL,88,100%,88%,65%,14%,32%,42%
WILLIAMSON,29,100%,97%,86%,41%,48%,55%
WILLIAMSON SENIOR HIGH SCHOOL,29,100%,97%,86%,41%,48%,55%
WILLIAMSVILLE,234,100%,95%,90%,45%,70%,75%
WILLIAMSVILLE EAST HIGH SCHOOL,56,100%,95%,91%,48%,77%,84%
WILLIAMSVILLE NORTH HIGH SCHOOL,81,100%,96%,94%,52%,74%,79%
WILLIAMSVILLE SOUTH HIGH SCHOOL,97,100%,95%,87%,38%,62%,67%
WILLSBORO,0,0,0,0,0,0,0
WILLSBORO CENTRAL SCHOOL,0,0,0,0,0,0,0
WILSON,38,100%,87%,79%,42%,61%,63%
WILSON HIGH SCHOOL,38,100%,87%,79%,42%,61%,63%
WINDHAM ASHLAND,0,0,0,0,0,0,0
WINDHAM ASHLAND CENTRAL SCHOOL,0,0,0,0,0,0,0
WINDSOR,49,100%,90%,69%,41%,51%,57%
WINDSOR CENTRAL HIGH SCHOOL,49,100%,90%,69%,41%,51%,57%
WINGS ACADEMY,25,100%,100%,96%,20%,52%,60%
WOMEN'S ACADEMY OF EXCELLENCE,30,100%,100%,83%,23%,63%,63%
WOODLANDS SENIOR HIGH SCHOOL,53,100%,98%,91%,26%,58%,64%
WORCESTER,0,0,0,0,0,0,0
WORCESTER SCHOOL,0,0,0,0,0,0,0
WORLD ACAD FOR TOTAL COM HEALTH,23,100%,91%,70%,0%,17%,35%
WORLD JOURNALISM PREPARATORY,0,0,0,0,0,0,0
WYANDANCH,35,100%,91%,71%,6%,17%,29%
WYANDANCH MEMORIAL HIGH SCHOOL,35,100%,91%,71%,6%,17%,29%
YONKERS,577,100%,94%,78%,22%,44%,51%
YONKERS HIGH SCHOOL,129,100%,95%,87%,39%,68%,72%
YONKERS MONTESSORI ACADEMY,35,100%,94%,89%,26%,37%,54%
YORK,22,100%,73%,59%,27%,50%,55%
YORK EARLY COLLEGE ACADEMY,27,100%,96%,81%,52%,56%,56%
YORK MIDDLE/HIGH SCHOOL,22,100%,73%,59%,27%,50%,55%
YORKSHRE-PIONEER,57,100%,84%,79%,32%,53%,65%
YORKTOWN,52,100%,100%,94%,48%,83%,87%
YORKTOWN HIGH SCHOOL,52,100%,100%,94%,48%,83%,87%
YOUNG WOMEN'S LEADERSHIP SCHOOL,36,100%,97%,92%,36%,58%,69%
YOUNG WOMEN'S LRDSHP SCH-QUEENS,34,100%,100%,97%,35%,65%,65%
YOUNG WOMENS LEADERSHIP SCHOOL,52,100%,96%,88%,29%,63%,67%
